CustomerKey,Gender,Name,City,State Code,State,ZipCode,Country,Continent,Birthday
1377195,Female,Alice Coleman,PHILADELPHIA,PA,Pennsylvania,19108,United States,North America,1986-03-04
1377272,Male,Tomas Powell,CRAFTON,PA,Pennsylvania,15205,United States,North America,1990-10-01
1377677,Male,Anthony Patel,PORTLAND,OR,Oregon,97205,United States,North America,1977-08-24
1377680,Male,Travis Cacho,NORMAN,OK,Oklahoma,73069,United States,North America,1996-01-18
1377700,Male,Bobbie Carter,MIAMI,FL,Florida,33176,United States,North America,1980-07-06
1377713,Male,Paul Magee,LAKE LOS ANGELES,CA,California,93550,United States,North America,1984-12-21
1377813,Female,Jana Lockridge,TUCSON,AZ,Arizona,85712,United States,North America,1975-05-02
1378439,Female,Maria Reid,JACKSON,MS,Mississippi,39213,United States,North America,1992-07-27
1378568,Female,Gwendolyn Jones,NASHVILLE,TN,Tennessee,37210,United States,North America,1996-06-29
1378598,Male,Albert Norton,TUCSON,AZ,Arizona,85724,United States,North America,1943-11-19
1378700,Female,Alison Hansen,HOUSTON,TX,Texas,77032,United States,North America,1956-05-01
1378712,Male,Joseph Holloway,HANOVER,MD,Maryland,21076,United States,North America,1978-10-31
1378782,Male,Travis Ingram,VISTA,CA,California,92083,United States,North America,1961-08-16
1378815,Female,Cassie Cook,LA PORTE,TX,Texas,77571,United States,North America,1960-09-13
1378869,Male,Raymon Mitchell,MANSFIELD,MA,Massachusetts,2048,United States,North America,1941-05-09
1378935,Female,Sallie Moreland,HINTON,WV,West Virginia,25951,United States,North America,1966-11-13
1379027,Female,Carmelia Morton,CHARLOTTE,NC,North Carolina,28134,United States,North America,1971-09-14
1379135,Male,Thomas Johnson,NEW YORK,NY,New York,10007,United States,North America,1989-01-16
1379338,Female,Gita Plank,OAKLAND,CA,California,94602,United States,North America,1947-11-21
1379490,Male,Robert Rodgers,SCOTTSDALE,AZ,Arizona,85256,United States,North America,1991-07-13
1380072,Male,Malcolm Ochoa,TERRE HAUTE,IN,Indiana,47807,United States,North America,1997-09-19
1380130,Male,Noel Burnette,SANTA ROSA,CA,California,95401,United States,North America,1966-03-28
1380285,Male,Todd Rudd,NEW BERN,NC,North Carolina,28560,United States,North America,1977-01-28
1380361,Male,Carl Williams,POMONA,CA,California,91766,United States,North America,1999-04-28
1380432,Female,Elizabeth Welty,MINNEAPOLIS,MN,Minnesota,55410,United States,North America,1996-09-24
1380510,Male,Lee Murtagh,BLOOMFIELD,CT,Connecticut,6002,United States,North America,1950-04-15
1380600,Male,Phillip Peterson,FLORENCE,AL,Alabama,35630,United States,North America,1968-02-14
1380601,Male,Damien Smith,MANSFIELD,MA,Massachusetts,2048,United States,North America,1945-08-06
1380607,Female,Nancy Lacey,ORLANDO,FL,Florida,32810,United States,North America,1957-01-25
1380698,Female,Agnes Bronson,EL MONTE,CA,California,91731,United States,North America,1960-05-15
1380707,Male,James Stiltner,PITTSTON,PA,Pennsylvania,18640,United States,North America,1947-07-27
1380720,Male,Daniel Oakley,MARQUETTE,MI,Michigan,49855,United States,North America,1975-10-04
1380756,Male,Owen Miller,GRAND RAPIDS,MI,Michigan,49546,United States,North America,1978-12-09
1380976,Female,Eileen Moton,MEMPHIS,TN,Tennessee,38110,United States,North America,1947-01-31
1381115,Female,Arlene White,OKLAHOMA CITY,OK,Oklahoma,73111,United States,North America,1965-04-18
1381227,Male,Joseph Leath,WICHITA,KS,Kansas,67202,United States,North America,1936-04-21
1381264,Male,William McVay,JERSEY CITY,NJ,New Jersey,7304,United States,North America,1987-04-21
1381466,Male,Anthony Perry,CAMBRIDGE,MA,Massachusetts,2141,United States,North America,1953-07-18
1381554,Male,Armando Heyward,SCOTTSDALE,AZ,Arizona,85259,United States,North America,1975-05-14
1381579,Female,Angela Jackson,NASHVILLE,TN,Tennessee,37206,United States,North America,1954-03-04
1381618,Female,Heather Arriola,JEFFERSON,OH,Ohio,44047,United States,North America,1952-07-06
1381660,Male,Calvin Torgerson,NEW YORK,NY,New York,10004,United States,North America,1976-02-07
1381762,Male,Joey Trevino,TEXARKANA,TX,Texas,75507,United States,North America,1999-09-09
1381883,Male,Luke Watson,BURBANK,CA,California,91504,United States,North America,1996-02-21
1381899,Male,James Nickels,HARVESTER,MO,Missouri,63301,United States,North America,1982-12-06
1382048,Male,Thomas Largent,TAOS,MO,Missouri,65101,United States,North America,1935-05-29
1382192,Female,Nora Jones,BROOKLYN,NY,New York,11206,United States,North America,2000-09-25
1382226,Male,Edward Parmer,LAURINBURG,NC,North Carolina,28352,United States,North America,1969-01-06
1382863,Female,Angelina Adams,HARTFORD,CT,Connecticut,6103,United States,North America,1948-08-17
1383079,Female,Sandra Myers,PLYMOUTH,IN,Indiana,46563,United States,North America,1999-02-18
1383155,Female,Katie Billingsley,RANCHO CORDOVA,CA,California,95670,United States,North America,1946-02-25
1383272,Female,Cassandra Ross,CHICAGO,IL,Illinois,60618,United States,North America,1971-08-25
1383330,Male,William Fell,COLUMBUS,OH,Ohio,43215,United States,North America,1960-06-14
1383605,Female,Caridad Lopez,HOMER,LA,Louisiana,71040,United States,North America,1991-06-25
1383859,Female,Kimberly Barnes,PROVIDENCE,RI,Rhode Island,2905,United States,North America,1951-01-06
1383884,Female,Shirley Rutherford,SHEBOYGAN FALLS,WI,Wisconsin,53085,United States,North America,1988-03-20
1384111,Male,Raymond Presley,HOUSTON,TX,Texas,77099,United States,North America,1994-12-29
1384179,Female,Sharon Powers,JAMESTOWN,NY,New York,14701,United States,North America,1937-07-24
1384221,Female,Cecelia Fey,POMPANO BEACH,FL,Florida,33064,United States,North America,1942-11-16
1384305,Male,Gary Hagood,BATON ROUGE,LA,Louisiana,70810,United States,North America,1987-10-25
1384464,Male,Charles Crary,BENSENVILLE,IL,Illinois,60106,United States,North America,1937-10-23
1384582,Male,Jose Toscano,LAWRENCE,MA,Massachusetts,1840,United States,North America,1990-12-05
1384774,Female,Nellie Pugh,BRUNSWICK,ME,Maine,4011,United States,North America,1956-03-21
1385312,Male,Frank Leonard,BOSTON,MA,Massachusetts,2115,United States,North America,1957-09-06
1385392,Male,William Cartagena,WARMINSTER,PA,Pennsylvania,18974,United States,North America,1985-03-27
1385421,Female,Rita Bishop,DALLAS,TX,Texas,75212,United States,North America,1937-01-03
1385491,Female,Pat Witmer,FAIRFAX,VA,Virginia,22030,United States,North America,1942-09-29
1385496,Male,Alan Laflamme,ST DAVID,IL,Illinois,61563,United States,North America,1976-10-29
1385560,Female,Mary Lopez,PATON,IA,Iowa,50217,United States,North America,1959-06-09
1385568,Female,Beth Adams,SAINT LOUIS,IL,Illinois,63146,United States,North America,1998-05-23
1385828,Female,Shavonne Mendoza,WEST PALM BEACH,FL,Florida,33417,United States,North America,2001-11-11
1385904,Female,Patricia Griggs,CEDAR RAPIDS,IA,Iowa,52486,United States,North America,1964-08-20
1386224,Male,Donald Young,EUGENE,OR,Oregon,97401,United States,North America,1953-05-03
1386380,Male,James Galyon,SEATTLE,WA,Washington,98101,United States,North America,1949-04-09
1386439,Female,Mary Taylor,NEW YORK,NY,New York,10004,United States,North America,1965-07-29
1386585,Male,Esteban Krieger,TAMPA,FL,Florida,33610,United States,North America,1942-06-16
1386766,Male,Donald Arriaga,GRAND RAPIDS,MI,Michigan,49508,United States,North America,1967-06-14
1386809,Female,Patricia Recinos,IRVINE,CA,California,92614,United States,North America,1980-06-20
1386844,Female,Nancy Nichols,CARRIER,OK,Oklahoma,73727,United States,North America,1950-11-09
1386926,Male,Scott Castillo,SOUTHERN PINES,NC,North Carolina,28387,United States,North America,1978-05-04
1387026,Female,Stephanie Cline,WICHITA,KS,Kansas,67204,United States,North America,1976-09-29
1387075,Female,Kathy Billiot,SOMERDALE,NJ,New Jersey,8083,United States,North America,1979-11-01
1387156,Male,William Delamora,GRIFFIN,GA,Georgia,30224,United States,North America,1987-06-04
1387194,Male,Mario Hayden,METAIRIE,LA,Louisiana,70001,United States,North America,1938-11-17
1387459,Female,Valeri Chastain,PHOENIX,AZ,Arizona,85016,United States,North America,1951-06-15
1387724,Male,Henry Salmon,SAN ANTONIO,TX,Texas,78205,United States,North America,1954-04-11
1387753,Female,Pricilla Elliott,BRONX,NY,New York,10461,United States,North America,1941-03-01
1387959,Female,Christine Abernathy,BELTSVILLE,VA,Virginia,20705,United States,North America,1945-01-30
1388017,Female,Jill Rogers,BAKERSFIELD,CA,California,93304,United States,North America,1991-06-14
1388023,Male,David Breton,ATLANTA,GA,Georgia,30329,United States,North America,1989-02-21
1388042,Male,Kenneth Tucker,SACRAMENTO,CA,California,95826,United States,North America,1943-04-03
1388246,Male,Philip Duff,MANCHESTER,MO,Missouri,63011,United States,North America,1976-11-12
1388267,Male,Eddie Paschal,JACKSON,TN,Tennessee,38301,United States,North America,1954-04-07
1388434,Female,Debra Collins,MORTON,WA,Washington,98356,United States,North America,1979-03-22
1388765,Female,Harriet Rivera,WALTHAM,MA,Massachusetts,2154,United States,North America,1987-01-21
1388801,Male,Frederic Burnett,LITTLE ROCK,AR,Arkansas,72210,United States,North America,1966-02-02
1388923,Female,Rosana Thompson,PINE BLUFF,AR,Arkansas,71601,United States,North America,1992-05-16
1389047,Male,Timothy Valverde,RALEIGH,NC,North Carolina,27609,United States,North America,1960-03-22
1389079,Female,Dessie Houston,LOUISVILLE,KY,Kentucky,40202,United States,North America,1989-08-11
1389309,Male,Mark Revels,INDIANAPOLIS,IN,Indiana,46254,United States,North America,2001-03-19
1389310,Male,Neal Bancroft,AUSTIN,TX,Texas,78756,United States,North America,1960-05-05
1389440,Female,Helen Allison,MILWAUKEE,WI,Wisconsin,53203,United States,North America,2000-02-25
1389462,Male,Gary Quiles,ANN ARBOR,MI,Michigan,48104,United States,North America,2001-05-17
1389494,Male,Larry Pierce,PORTAGE,IN,Indiana,46368,United States,North America,1965-07-31
1389502,Male,Manuel Jenkins,IRVINE,CA,California,92714,United States,North America,1947-10-15
1389511,Female,Christina Morgan,CHICAGO,IL,Illinois,60628,United States,North America,1953-12-26
1389527,Female,Dorothy Hammond,RADCLIFF,KY,Kentucky,40180,United States,North America,1940-05-13
1389689,Female,Kimberly Perkins,DENVER,CO,Colorado,80202,United States,North America,1999-07-08
1389737,Male,Martin Rosen,SAN ANTONIO,TX,Texas,78201,United States,North America,1950-11-11
1389855,Male,Michael Simms,HOUSTON,TX,Texas,77006,United States,North America,1994-06-10
1389867,Male,Mark Borgman,MOUNTAIN VIEW,CO,Colorado,82939,United States,North America,1964-02-16
1390049,Female,Laura Brown,WEST NYACK,NY,New York,10994,United States,North America,1995-10-15
1390208,Female,Ophelia Roderick,NEW BROCKTON,AL,Alabama,36351,United States,North America,1936-10-19
1390213,Male,John Jenkins,WEST NYACK,NY,New York,10994,United States,North America,1948-07-17
1390363,Male,Leonard Krueger,GRAND ISLAND,NE,Nebraska,68801,United States,North America,1965-09-21
1390639,Female,Linda Cisneros,BIRMINGHAM,AL,Alabama,35209,United States,North America,2000-07-27
1390823,Male,Marco McKee,SAN DIEGO,CA,California,92121,United States,North America,1943-09-29
1391057,Male,John Pinkley,ANDERSON,CA,California,96007,United States,North America,1936-09-23
1391155,Male,John Stoner,MURFREESBORO,TN,Tennessee,37130,United States,North America,1967-01-27
1391230,Male,Carlo Morales,LA GRANGE,IL,Illinois,60525,United States,North America,1974-05-22
1391234,Male,Dennis Lachapelle,PRINCETON,IL,Illinois,61356,United States,North America,1973-07-07
1391361,Female,Brenda Sullivan,HOUSTON,TX,Texas,77063,United States,North America,1962-05-23
1391462,Female,Nancy Taylor,MOSS POINT,MS,Mississippi,39563,United States,North America,1963-10-28
1391759,Female,Rosa Davis,MANSFIELD,OH,Ohio,44903,United States,North America,1973-12-30
1392092,Male,Joshua Herrington,CAMBRIDGE,MA,Massachusetts,2141,United States,North America,1992-05-17
1392223,Female,Jan Field,GRAYSLAKE,IL,Illinois,60030,United States,North America,1941-12-06
1392224,Female,Lea Cater,PHILA,PA,Pennsylvania,19103,United States,North America,1988-12-01
1392332,Male,Jesse Purcell,HARAHAN,LA,Louisiana,70123,United States,North America,1970-12-02
1392371,Female,Mae Lemons,ARLINGTON HEIGHTS,IL,Illinois,60005,United States,North America,1999-04-29
1392468,Female,Ora Williams,SAN FRANCISCO,CA,California,94107,United States,North America,1958-05-09
1392541,Female,Justin Thibodeau,VILONIA,AR,Arkansas,72173,United States,North America,1984-08-15
1392666,Male,Eddie Golla,FORT MADISON,IA,Iowa,52627,United States,North America,1989-03-21
1392941,Female,Sonja Strong,OVERLAND,MO,Missouri,63114,United States,North America,1996-11-18
1393169,Male,Ralph Knight,LAS VEGAS,NV,Nevada,89119,United States,North America,1956-03-28
1393392,Female,Nancy Rowlett,NORA SPRINGS,IA,Iowa,50458,United States,North America,1950-06-15
1393425,Female,Elma Marcil,WEXFORD,PA,Pennsylvania,15090,United States,North America,1977-11-11
1393653,Female,Melody Davis,WEST ROXBURY,MA,Massachusetts,2132,United States,North America,1939-12-23
1393738,Male,Jose Cline,BOISE,ID,Idaho,83702,United States,North America,1982-08-02
1394326,Male,Scott Small,SOUTH BOSTON,MA,Massachusetts,2127,United States,North America,1957-07-30
1394327,Male,Chet Henderson,OAK HILL,TX,Texas,75652,United States,North America,1956-11-12
1394461,Male,Guy Horst,HARLINGEN,TX,Texas,78550,United States,North America,1994-02-23
1394568,Female,Edna Evers,WOONSOCKET,RI,Rhode Island,2895,United States,North America,1948-12-31
1394921,Male,George Lamb,BEASON,IL,Illinois,62512,United States,North America,1995-02-28
1394970,Male,Richard Scales,GAINESVILLE,FL,Florida,32641,United States,North America,1973-09-01
1395293,Male,Willard Johnson,GLIDE,OR,Oregon,97443,United States,North America,1947-09-23
1395383,Female,Gina Caine,OMAHA,NE,Nebraska,68102,United States,North America,1940-06-01
1395434,Male,Phillip Cooper,MEMPHIS,TN,Tennessee,38110,United States,North America,1976-06-12
1395464,Female,Sherry Brownlee,SAN JOSE,CA,California,95134,United States,North America,1979-10-28
1395483,Female,Antonia Morgan,HUGHES,AR,Arkansas,72348,United States,North America,1996-01-15
1395823,Female,Shannon Fuller,CHARLOTTE,NC,North Carolina,28211,United States,North America,1956-07-18
1396425,Male,William Clarke,EL PASO,TX,Texas,79901,United States,North America,1952-05-20
1396464,Male,Paul Gutierrez,SOUTH BEND,IN,Indiana,46601,United States,North America,1937-02-19
1396677,Male,Eliseo Saunders,LEXINGTON,KY,Kentucky,40507,United States,North America,1939-10-22
1396905,Male,Jeff Lohr,ALVIN,IL,Illinois,61811,United States,North America,1981-12-16
1397118,Female,Maria Tompson,BIRMINGHAM,AL,Alabama,35208,United States,North America,1965-01-24
1397180,Male,Bryon Boucher,SPOKANE,WA,Washington,99201,United States,North America,1961-05-21
1397271,Female,Yesenia Chivers,MIRA LOMA,CA,California,91752,United States,North America,1974-05-09
1397593,Male,Michael Shea,CORBIN,KY,Kentucky,40701,United States,North America,1965-10-18
1397652,Male,Aaron Hinnenkamp,FORT MYERS,FL,Florida,33901,United States,North America,1937-05-28
1397681,Male,Henry Bishop,MOUNTAIN VIEW,WY,Wyoming,82939,United States,North America,1989-05-15
1397747,Male,Lloyd Holliday,CHICAGO,IL,Illinois,60641,United States,North America,1959-09-17
1397996,Female,Shannon Miller,CAMBRIDGE,MA,Massachusetts,2141,United States,North America,1959-04-08
1398115,Male,Steve Caulfield,HERMOSA BEACH,CA,California,90254,United States,North America,1948-01-23
1398124,Female,Yvonne Mejia,ENGLEWOOD,CO,Colorado,80112,United States,North America,1997-06-14
1398193,Male,Seth Roux,OWATONNA,MN,Minnesota,55060,United States,North America,1977-09-06
1398234,Male,John Smith,LOS ANGELES,CA,California,90017,United States,North America,1962-04-19
1398592,Male,John Rice,NORCROSS,GA,Georgia,30091,United States,North America,1950-04-08
1398757,Female,Shirley Puckett,KINGFISHER,OK,Oklahoma,73750,United States,North America,1999-05-31
1398769,Male,Brian Perales,RESTON,MD,Maryland,22090,United States,North America,1982-10-14
1398804,Female,Barbara Broderick,RICHMOND,VA,Virginia,23219,United States,North America,1975-09-13
1398957,Male,Mark Gallo,STATEN ISLAND,NY,New York,10314,United States,North America,2000-05-20
1399159,Female,Ruby Gordon,JEFFERSON,IA,Iowa,50129,United States,North America,1979-12-09
1399298,Male,Dennis McKinney,SUNIZONA,AZ,Arizona,85643,United States,North America,1967-06-08
1399330,Male,Jack Coffman,CONCORD,CA,California,94520,United States,North America,1980-11-13
1399512,Male,Charles Fortenberry,WESTMINSTER,CO,Colorado,80030,United States,North America,1978-06-11
1399626,Female,Delia Argueta,WHEELING,IL,Illinois,60090,United States,North America,1991-07-19
1400159,Female,Ruby Mullis,BOARDMAN,OH,Ohio,44512,United States,North America,1941-02-08
1400201,Male,Douglas Shoffner,UNION,MO,Missouri,63084,United States,North America,1990-12-30
1400238,Female,Annette Hoffman,REHOBOTH BEACH,DE,Delaware,19971,United States,North America,1991-03-27
1400547,Male,Justin Henderson,HAMPTON BAYS,NY,New York,11946,United States,North America,1994-04-06
1400564,Female,Valerie Turcotte,GAITHERSBURG,MD,Maryland,20877,United States,North America,1960-08-24
1400721,Female,Eva Dale,LOS ANGELES,CA,California,90017,United States,North America,1996-10-08
1401111,Male,Allan Elliott,CHICAGO,IL,Illinois,60605,United States,North America,1997-03-14
1401197,Male,Eddie Murillo,BUFFALO,NY,New York,14216,United States,North America,1992-12-22
1401244,Male,Michael McKinney,JASPER,TX,Texas,75951,United States,North America,1985-11-12
1401276,Male,David Black,TAMPA,FL,Florida,33634,United States,North America,1947-10-05
1401283,Male,Dwight Ngo,BANNER ELK,NC,North Carolina,28604,United States,North America,1990-08-22
1401419,Female,Charlotte Munson,INDIANAPOLIS,IN,Indiana,46268,United States,North America,1966-04-05
1401445,Male,Charlie McCarty,STLOUIS,MO,Missouri,63101,United States,North America,1995-01-03
1401578,Female,Tamra Payne,MEMPHIS,TN,Tennessee,38111,United States,North America,1970-01-03
1401657,Female,Bessie Huff,BLOOMSBURG,PA,Pennsylvania,17815,United States,North America,1981-03-23
1401888,Male,Al Coleman,EARLIMART,CA,California,93219,United States,North America,1970-11-06
1402036,Male,Rick Dumais,NORTH GREENBUSH,NY,New York,12180,United States,North America,1946-10-29
1402096,Female,Rina Pellot,LAS VEGAS,NV,Nevada,89101,United States,North America,1986-04-17
1402107,Female,Sue Sherrod,GREAT FALLS,VA,Virginia,22066,United States,North America,1985-04-03
1402689,Female,Mavis Williams,SPARKS,NV,Nevada,89431,United States,North America,1963-02-19
1402712,Male,Shane Foster,WELLS,NY,New York,12190,United States,North America,1998-10-26
1402796,Female,Mary Duarte,BEAUFORT,SC,South Carolina,29902,United States,North America,1968-07-29
1402836,Male,Harry Ponder,OAKLAND,CA,California,94612,United States,North America,1955-03-19
1402912,Female,Mary Garner,BRONSON,IA,Iowa,51007,United States,North America,1968-09-01
1403045,Female,Rita Ortiz,SEATTLE,WA,Washington,98161,United States,North America,1980-04-05
1403355,Male,Micheal Manley,ALTOONA,PA,Pennsylvania,16601,United States,North America,1975-04-28
1403485,Male,Joseph Brown,SANIBEL,FL,Florida,33957,United States,North America,1942-11-27
1403655,Male,Samuel Johnson,MILWAUKEE,WI,Wisconsin,53202,United States,North America,1969-02-08
1403777,Male,Elmer Wilkerson,FORT WAYNE,IN,Indiana,46805,United States,North America,1971-01-26
1403856,Female,Karen Nugent,LOMAX,NC,North Carolina,28697,United States,North America,1972-11-07
1403996,Female,Demetrice Gann,WAYNE,MI,Michigan,48184,United States,North America,1936-05-21
1404148,Male,Ira Rochelle,MEDFORD,OR,Oregon,97501,United States,North America,1988-06-23
1404240,Male,Antonio Bell,CORAL GABLES,FL,Florida,33134,United States,North America,1984-10-04
1404266,Male,Martin Quisenberry,LOS ANGELES,CA,California,90017,United States,North America,1993-02-28
1404328,Female,Toni Sanderson,LAS VEGAS,NV,Nevada,89109,United States,North America,1937-05-16
1404342,Female,Carrie Jones,ABERDEEN,WA,Washington,98520,United States,North America,1946-02-06
1404462,Female,Carmen Yoshida,STLOUIS,MO,Missouri,63101,United States,North America,1940-02-17
1404633,Female,Christian Martinez,NEW YORK,NY,New York,10001,United States,North America,1971-09-12
1404713,Male,Andrew Nutter,BUCYRUS,OH,Ohio,44820,United States,North America,1988-12-04
1404813,Female,Sharon Cole,DALLAS,TX,Texas,75247,United States,North America,1949-06-25
1404840,Female,Annette Holloway,MANHATTAN,KS,Kansas,66502,United States,North America,1966-04-14
1404845,Female,Alicia Stewart,PIEDMONT,SC,South Carolina,29673,United States,North America,1944-10-04
1404905,Female,Rochelle Barragan,CRANE,IN,Indiana,47522,United States,North America,1971-06-28
1405059,Female,Eunice Rowland,ALBUQUERQUE,NM,New Mexico,87102,United States,North America,1947-03-04
1405105,Male,Thomas Hines,SAN DIEGO,CA,California,92103,United States,North America,1938-02-25
1405180,Male,Donald Burkes,AMES,IA,Iowa,50010,United States,North America,1980-05-25
1405620,Female,Carolyn Barnes,SPRINGFIELD,IL,Illinois,62701,United States,North America,1948-11-17
1405663,Female,Christina Lentz,CONGERS,NY,New York,10920,United States,North America,1975-04-03
1405778,Female,Patricia Thompson,NEWBURGH,NY,New York,12550,United States,North America,1992-04-26
1406079,Female,Eleanor Marrs,FRANKENMUTH,MI,Michigan,48734,United States,North America,1992-07-31
1406094,Female,Paula Smith,MOORESTOWN,NJ,New Jersey,8057,United States,North America,1953-11-23
1406178,Male,Mario McLaurin,SAN FRANCISCO,CA,California,94112,United States,North America,1937-01-07
1406216,Male,Daniel Williams,MIAMI,FL,Florida,33179,United States,North America,1975-06-11
1406231,Female,Thelma Barnes,SHEBOYGAN,WI,Wisconsin,53081,United States,North America,1953-10-11
1406318,Female,Donna McNiel,NEW ORLEANS,LA,Louisiana,70118,United States,North America,1983-10-01
1406321,Male,Clarence Conwell,MIAMI,FL,Florida,33012,United States,North America,1999-12-01
1406481,Female,Sheila Lightfoot,JOHNSON CITY,NY,New York,13790,United States,North America,1995-05-14
1406906,Female,Otha Zachary,ATLANTA,GA,Georgia,30303,United States,North America,1950-09-25
1407125,Male,Clemente Lowry,BENTON,IL,Illinois,62812,United States,North America,1981-03-20
1407128,Male,Steven McMullen,MECHANIC FALLS,ME,Maine,4256,United States,North America,1996-03-25
1407493,Female,Ruth Wright,HAMPTON,SC,South Carolina,29924,United States,North America,1973-02-03
1407506,Female,Kim Bullen,OAKLAND,CA,California,94612,United States,North America,1951-05-15
1407573,Male,Paul Millhouse,HOUSTON,TX,Texas,77006,United States,North America,1959-12-13
1407578,Female,Usha Bedard,GARDEN CITY,NY,New York,11530,United States,North America,1986-11-22
1407626,Male,Evan Marchant,BLAIRSVILLE,GA,Georgia,30512,United States,North America,1962-06-23
1407961,Male,Paul Morgan,WESTLAND,MI,Michigan,48185,United States,North America,1990-04-16
1408283,Male,Benjamin Woodruff,EAST SYRACUSE,NY,New York,13057,United States,North America,1990-05-04
1408372,Female,Barbra Johnson,EAGLEVILLE,PA,Pennsylvania,19403,United States,North America,1964-07-12
1408415,Male,Kevin Rubio,TAMPA,FL,Florida,33607,United States,North America,1962-11-07
1408432,Female,Colleen Lamarr,WASHINGTON,VA,Virginia,20005,United States,North America,1955-04-12
1408551,Male,Stephen Mendez,COLUMBIA,TN,Tennessee,38401,United States,North America,1959-09-11
1409017,Female,Margie Wymer,STOCKTON,CA,California,95202,United States,North America,1981-05-10
1409340,Female,Lenora Hernandez,NEW YORK,NY,New York,10013,United States,North America,1992-03-18
1409410,Female,Lulu Hays,AKRON,OH,Ohio,44308,United States,North America,1978-11-27
1409429,Male,Frank Renner,PLYMOUTH MEETING,PA,Pennsylvania,19462,United States,North America,1958-03-11
1409629,Female,Heather Rodriguez,GREEN BAY,WI,Wisconsin,54302,United States,North America,1988-08-27
1409729,Female,Ashley Morris,SHERWOOD,WI,Wisconsin,54169,United States,North America,2000-03-02
1409986,Male,Dean Moldenhauer,HOLLAND,MI,Michigan,49423,United States,North America,1941-10-19
1409991,Male,Brian Feldman,ALBANY,NY,New York,12207,United States,North America,1966-07-09
1410080,Male,Herman Thai,YUKON,OK,Oklahoma,73099,United States,North America,1960-10-25
1410180,Female,Pearl Shilling,CRAIG,AK,Alaska,99921,United States,North America,1963-05-30
1410305,Female,Catherine White,LITTLE ROCK,AR,Arkansas,72205,United States,North America,1970-05-30
1410327,Female,Crystal Luster,MARTINSVILLE,VA,Virginia,24112,United States,North America,1974-09-04
1410466,Female,Sandra Bleich,BLOOMINGTON,IN,Indiana,47408,United States,North America,1940-06-24
1410514,Female,Donna Groesbeck,HOUSTON,TX,Texas,77056,United States,North America,1957-08-01
1410548,Male,Mark Hillman,CAIRO (ALLEN),OH,Ohio,45820,United States,North America,1936-07-17
1410778,Male,Doug Dalton,SAN JOSE,CA,California,95131,United States,North America,1974-11-15
1410879,Female,Marianne Grogan,LOS ANGELES,CA,California,90067,United States,North America,1974-07-13
1410945,Female,Wendie Vargas,CARLSBAD,NM,New Mexico,88220,United States,North America,2000-09-24
1411031,Female,Estella Beaton,CENTENNIAL,CO,Colorado,80112,United States,North America,1988-02-16
1411118,Male,George Matos,NASHVILLE,TN,Tennessee,37201,United States,North America,1997-08-31
1411283,Male,Gerard Smith,LOUISVILLE,KY,Kentucky,40202,United States,North America,1937-05-28
1411294,Male,Ted Deshotel,NORTH PROVIDENCE,RI,Rhode Island,2911,United States,North America,1982-01-10
1411409,Male,George Duncan,TUCSON,AZ,Arizona,85701,United States,North America,1972-12-17
1411591,Female,Concetta Muniz,FRESNO,CA,California,93711,United States,North America,1942-06-15
1411618,Male,Marcos Forth,SAN DIEGO,CA,California,92103,United States,North America,2000-08-17
1411724,Male,Thomas Frost,YUKON,OK,Oklahoma,73099,United States,North America,1998-08-15
1411747,Female,Erin Camire,WOBURN,MA,Massachusetts,1801,United States,North America,1969-12-05
1411860,Female,Doris Cunningham,TIOGA,PA,Pennsylvania,16946,United States,North America,1976-04-22
1411952,Female,Sandy Kitt,SAN JOSE,CA,California,95118,United States,North America,1987-05-30
1411983,Male,Harry Coleman,BELLEFONTE,PA,Pennsylvania,16823,United States,North America,1945-08-18
1412023,Female,Janie Greer,CASTLE ROCK,CO,Colorado,80104,United States,North America,1962-11-05
1412312,Male,Gerald Green,SAN JOSE,CA,California,95131,United States,North America,1985-10-27
1412534,Female,Cora Brown,COLLEGE PARK,MD,Maryland,20741,United States,North America,1949-11-24
1412576,Male,Don Hunter,SECAUCUS,NJ,New Jersey,7094,United States,North America,1951-06-09
1412593,Female,Melinda Thurman,LA PLATA,MD,Maryland,20646,United States,North America,1986-04-10
1412621,Male,David Berger,ELMSFORD,NJ,New Jersey,10523,United States,North America,1938-07-03
1412767,Male,Michael Kern,FARMERS BRANCH,TX,Texas,75234,United States,North America,1960-03-05
1412783,Female,June McBride,BROOKLYN,NY,New York,11212,United States,North America,1948-06-14
1412880,Female,Cheri Baxter,BOHEMIA,NY,New York,11716,United States,North America,1969-12-26
1412897,Male,James Yocom,TEXARKANA,TX,Texas,75501,United States,North America,1941-08-29
1412902,Male,Leo Wise,CLINTON,OK,Oklahoma,73601,United States,North America,1962-09-16
1412924,Male,Craig Romero,LOS ANGELES,CA,California,90017,United States,North America,1968-09-11
1412934,Female,Jennifer England,CLEVELAND,OH,Ohio,44102,United States,North America,1962-04-08
1412938,Male,Dan Nettleton,AUSTIN,TX,Texas,78704,United States,North America,1943-04-20
1412984,Male,John Powell,FREMONT,CA,California,94538,United States,North America,1995-07-29
1412994,Female,Angie Olson,WASHINGTON,DC,Washington DC,20005,United States,North America,1993-12-14
1413042,Female,Mary Johnson,FLATONIA,TX,Texas,78941,United States,North America,1999-08-08
1413084,Male,Kyle Carpenter,NORRISTOWN,DE,Delaware,19403,United States,North America,1945-12-12
1413086,Female,Anne Lozano,ABRAMS,WI,Wisconsin,54101,United States,North America,1982-01-20
